title,label
다 못마셔서 그런데 포장해주세요,10
카드 결제돼요?,26
포인트 적립있어요?,53
따뜻한 음료 어떤 거 있어요?,2
돌체라떼는 뭔가요?,11
시럽 들어가나요?,11
아메리카노하고 더치 아메리카노하고 어떻게 차이가 나요?,11
더치도 뜨겁게도 되나요?,11
컵 사이즈도 있나요?,11
샷 추가 시 추가요금 있나요?,25
생과일 주스도 가능해요?,122
아메리카노로 뜨겁게 해주세요,42
마시고 갈 건데 못마시면 포장돼죠?,0
카드 돼요?,38
할인카드 없죠?,53
영수증 주세요,59
주차는 앞에 하면 되나요?,47
몇 시부터 몇 시까지해요?,57
명절에는 휴무 없어요?,33
아메리카노에는 샷 몇 개 들어가요?,92
커피 중에 덜 단 게 어떤 거에요?,117
그린라떼는 커피들어가나요?,11
카페라떼로 주세요,11
작은 걸로 주세요,0
테이크아웃하면 더 저렴해요?,0
샌드위치 구매하면 아메리카노 무료로 제공되나요?,24
아메리카노 주세요,108
예,0
테이크아웃은 더 싸나요?,0
테이크아웃 해주세요,24
네 영수증도 주세요,26
청도 만들어서 파나요?,47
그릇은 파는 건가요?,11
그릇 얼마씩 해요?,86
밀크하고 블랙하고 어떻게 틀려요?,24
라떼 종류 중에 많이 안 단 건 어떤 거에요?,11
더치라떼 따뜻한 거 하나 주세요,11
많이 말고 조금만 넣어주세요,0
이걸로 결제 해주세요,0
네 영수증도 주세요,4
생강차는 생강분말 들어가요?,47
수삼주스는 뭐에요?,11
수삼주스는 얼마에요?,11
아메리카노 따뜻한 거 한 잔 주세요,24
마시고 갈게요,0
네 햄치즈는 얼마씩 해요?,0
로얄밀크티는 뭐에요,24
커피가 들어간 거인가요?,11
카페라떼도 커피 들어가요?,11
솔트 치즈 카페라떼 하나 주세요,11
네 여기도 체인점이죠,0
여기 뒤에 차 잠깐 세워도 되나요?,110
많이 안달죠?,57
커피말고 뭐 있나요?,11
어떤 게 잘나가나요?,11
블루베리는 냉동이죠?,119
블루베리 주스를 먹을게요,11
네 곡물라떼는 어떤 게 들어가요?,0
블루베리 주스는 시럽 들어가요?,11
몇 시까지해요?,11
커피 어떤 게 맛있어요?,33
더치는 아메리카노랑 비슷한가요?,8
더치커피 하나 주세요,11
따뜻하게 주세요,0
가지고 갈게요,0
여기 테이크아웃하면 할인되는 거 없어요?,26
시럽 조금 넣어 주세요,107
물티슈 있어요?,123
커피 원두는 다 같은거죠?,109
비엔나는 어떤 거에요?,120
카페라떼 아이스로 하나 주세요,11
네 얼음은 조금만 넣어주세요,0
원래하던데로 해주세요,52
주차장은 앞에 있나요?,19
1리터 커피가 뭐예요?,57
텀블러 가져오면 따로 할인이 되나요?,11
카푸치노 한 잔 주시겠어요?,86
아니요 마시고 갈게요,0
적립되는 카드 있나요?,0
원두는 로스팅 하시나요? 아니면 분쇄 해주실 수 있나요?,2
저 원두는 얼마인가요?,98
원두 한 봉지가 몇 그램인가요?,24
이 카푸치노는 어떻게 만드는 거에요?,98
그럼 카페 라떼랑은 뭐가 다른 건가요?,11
더치는 끓인 물로 하는 건가요?,11
정수기는 어떤 거 사용하세요?,11
여기 로스팅도 직접 하시는 거에요?,72
차 종류는 어디에 있어요?,98
블랙티가 어떤 것인가요?,11
밀키티도 홍차 넣은 거 아닌가요?,11
유자레몬티는 뭔가요?,11
따뜻한 거는 유자레몬티밖에 없나요?,11
블랙티랑 프렌치 얼그레이가 어떻게 다른가요?,11
에스프레소는 샷이 몇 개 들어가나요?,11
어느 카드가 적립되나요?,117
LG카드는 적립이 안 되나요?,2
뜨거운 물 한 잔 받을 수 있을까요?,2
에스프레소에 물이 얼마나 들어가나요?,66
텀블러 가져오면 할인 되나요?,11
텀블러 가져오면 테이크 아웃 할 때도 똑같이 할인 되나요?,30
매장에서 텀블러를 사용하면요?,107
에스프레소와 콘파냐의 차이가 뭔가요?,30
아포카토는 뭐예요?,11
주로 많이 나가는 제품은 어떤 것인가요?,11
혹시 다 못 마시면 어떻게 하나요?,8
여기 주차는 가능 한가요?,38
사장님 여기 화장실이 어디에 있나요?,57
사장님 다 못 마신 음료 포장 좀 해주시겠어요?,10
빨대 하나 가져가도 될까요?,38
잘 나가는 커피가 무엇인가요?,89
네 그런데 너무 달지 않은 걸로 부탁드려요,8
더치 커피하고 허니 더치 라떼의 차이점이 있나요?,8
에스프레소하고 아메리카노의 차이점은 뭐예요?,11
아메리카노 샷이 얼마나 들어가나요?,11
시럽이나 휘핑 추가 가능한가요?,117
할인되는 카드 있나요?,40
도장 10개면 한 잔 주시는 건가요?,0
아메리카노도 잘 나가나요?,2
아메리카노에 샷 추가하고 시럽도 조금 추가해 주세요,11
네 혹시 다 못 마시면 어떻게 하나요?,19
영수증 좀 주시면 안될까요?,38
커피랑 같이 먹을 수 있는 디저트류는 없나요?,47
이건 가격이 얼마예요?,11
핸드폰 충전 가능한가요?,24
이거 다 못 마셔서 그런데 포장 좀 해주세요,76
화장실이 어디 있나요?,38
커피는 종류가 어떻게 있나요?,10
아메리카노랑 헤이즐넛 아메리카노의 차이가 뭐예요?,11
꿀 아메리카노는 뭐예요?,11
메가리카노는 뭐예요?,11
샷 추가하면 돈이 얼마 추가 되나요?,11
원두의 원산지가 어딘가요?,40
카페 라떼는 당도가 어느 정도 인가요?,98
연유 라떼는 당도가 어느 정도 인가요?,11
음료 컵 사이즈는 3가지 인가요?,11
따뜻한 아메리카노 한 잔 주세요,25
카드 되나요?,0
적립 카드 있는데 적립 가능한가요?,0
음식 포장한 거 있는데 매장에서 음료랑 같이 먹어도 되나요?,0
화장실은 어디에 있나요?,72
영업 시간이 어떻게 되나요?,10
따뜻한 음료 중에는 뭐가 잘 나가나요?,33
당도가 어느 정도인가요?,8
화이트 카페 모카하고 카라멜 카페 모카의 차이점이 뭐예요?,11
유자티는 컵 사이즈가 어떻게 되나요?,11
유자에이드는 뭐예요?,25
따뜻한 유자티 한 잔 더 뜨겁게 주세요 카드 되나요?,11
적립되는 카드 있나요?,0
이 근처에 서점이 있나요?,0
매장에서 먹고 갈 수 있나요?,62
여기 체인점인가요?,0
카라멜 마끼아또랑 카페 라떼의 차이점이 뭐예요?,72
에스프레소랑 아메리카노의 차이가 뭐예요?,11
아메리카노에는 샷이 몇 개 들어가요?,11
컵 사이즈는 몇 종류가 있어요?,117
컵 사이즈별 가격이 어떻게 되나요?,25
다 못 마시고 가면 포장 가능한가요?,24
아메리카노 작은 사이즈로 한 잔 주시겠어요?,38
그냥 여기서 마시고 갈게요,0
할인되는 카드 있나요?,0
화장실은 어디에 있나요?,59
다 못마신 음료 포장 좀 해주시겠어요?,10
완전 초코는 뭐예요?,38
피스타치오는 차가운 음료인가요?,11
다방 커피같은 음료 있나요?,11
원조 커피 한 잔 주세요,11
네 따뜻한 걸로요,0
그거 우유 들어가는 거 맞죠?,0
영수증 줄 수 있나요?,11
적립 쿠폰도 있나요?,47
다른 지점이랑은 다른 쿠폰인가요?,2
시럽은 어디 있어요?,2
빈 컵은 어디 두나요?,124
아까 시킨 메뉴 이름이 뭐예요?,102
네 네모난 케이크요,11
햄에그치아버터랑 크로크마담은 재료가 뭐예요?,125
구워서 하시는거예요?,11
와플은 시간이 20분 걸리나요?,11
다른 곳도 이렇게 20분씩 걸리나요?,11
물은 어디에 있나요?,11
제가 아까 영수증 안받았는데,66
주차 확인 쿠폰이 필요한가요?,47
물티슈 하나 더 받을 수 있을까요?,78
빈 그릇은 여기에 두면 되나요?,109
카푸치노랑 카페 모카랑 뭐가 다른가요?,102
카페 모카에서 휘핑 크림을 뺄 수 있나요?,11
이 쿠폰은 반드시 이 메뉴를 먹어야 하나요?,40
쿠폰이랑 다른 메뉴가 가격이 다르면 어떻게 하나요?,43
매장에서 다 못먹으면 어떻게 하나요?,43
카푸치노 한 잔 주시겠어요?,38
금액이 클 때는 남은 금액 저장을 하면 안 되나요?,0
크림 치즈 베이글은 어떻게 나오나요?,43
먹다가 남으면 포장 가능한가요?,7
해피포인트 적립 되나요?,38
물 컵 따로 있나요?,0
2층에도 종이컵이 있나요?,126
커피 주문 해도 될까요?,45
이 가게는 테이크 아웃 전문점이가요?,0
라떼 종류는 다 단가요?,72
카페 라떼는 우유만 들어가나요?,11
카푸치노는 뭐예요?,11
카페 모카는 뭐예요?,11
카푸치노 한 잔 주시겠어요?,11
네 다른 사이드 메뉴는 없나요?,0
이 집은 따로 쿠폰같은게 없어요?,42
하나 만들어야 되겠다,2
카푸치노 한 잔 주시겠어요?,2
현금 영수증 되나요?,0
고구마 라떼의 고구마를 오븐에 직접 구워서 하나요?,0
카페 모카도 텀블러에 담아갈 수 있나요?,11
카페 모카가 많이 달아요?,1
카페 모카는 얼마인가요?,11
영수증 줄 수 있나요?,24
오곡 라떼는 뭔가요?,47
치즈 케이크도 파나요?,11
디카페인은 뭔가요?,42
아메리카노보다 맛이 연한가요?,11
아메리카노도 디카페인으로 주문할 수 있어요?,11
아메리카노를 디카페인으로 주세요,11
콜드브루 파나요?,0
콜드브루랑 아메리카노랑 뭐가 달라요?,42
주차장은 어디인가요?,11
더치 커피 있나요?,57
더치 커피는 큰 사이즈가 얼마예요?,42
콜드브루도 더치 커피처럼 병에 담아 파나요?,24
바닐라 라떼랑 토피넛 라떼 중 뭐가 더 잘나가나요?,11
바닐라 라떼랑 토피넛 라떼 중 뭐가 더 달아요?,11
바닐라 라떼랑 토피넛 라떼의 차이가 뭐예요?,11
질소 커피는 뭐예요?,11
바닐라 라떼 한 잔 주시겠어요?,11
네 따뜻한 걸로 주세요,0
텀블러 할인은 200원인가요?,0
토피넛 라떼는 회사 내에서 만드는 건가요?,30
주차장은 어디인가요?,86
텀블러에 넣으면 양이 적어지나요?,57
콜드브루 커피 있나요?,1
콜드브루랑 아메리카노랑 뭐가 달라요?,42
텀블러에 담아주실 수 있나요?,11
콜드브루 한 잔 주시겠어요?,1
콜드브루 라떼에는 설탕이 많이 들어가나요?,0
콜드브루 라떼는 뭐예요?,11
콜드 브루 라떼 한 잔 주시겠어요?,11
콜드브루가 일반 커피보다 맛이 나은가요?,0
영수증 줄 수 있나요?,11
차는 어디에 세울 수 있어요?,47
공영주차장은 무료인가요?,57
여기 하신지 오래되셨나요?,57
텀블러 할인 있나요?,72
진열된 상품은 뭐예요?,30
프라페는 얼마인가요?,8
프랜차이즈점 인가요?,24
아메리카노 한 잔 주시겠어요?,72
매장에서 먹고 가도 되나요?,0
이 텀블러에 음료가 다 들어가나요?,49
얼마인가요?,1
차는 어디에 세울 수 있어요?,24
진저라떼는 뭔가요?,57
겨울이어서 생강 종류가 많은 건가요?,11
카드보다는 현금이 더 나은가요?,11
얼마인가요?,0
테이크 아웃으로 하면 얼마인가요?,0
진저라떼에 꿀이나 설탕 들어가나요?,107
생강청은 얼마인가요?,11
영수증 좀 받을 수 있을가요?,24
콜드브루 있나요?,47
쿠키는 얼마예요?,42
아메리카노 따뜻한 거 한 잔 주시겠어요?,24
오픈 시간이 언젠가요?,0
영수증 좀 주실래요?,33
차는 어디에 세울 수 있어요?,47
따뜻한 물 한 잔 주시겠어요?,57
텀블러 할인 있나요?,66
콜드브루랑 아메리카노랑 뭐가 달라요?,30
디카페인은 카페인이 없는 거예요?,11
디카페인보다 보통 커피가 더 진한가요?,11
아메리카노에 샷이 몇 개 들어가나요?,11
차는 어디에 세울 수 있어요?,117
아메리카노 하나 주시겠어요?,57
텀블러 할인 있나요?,0
디저트는 어떻게 만드나요?,30
타르트에 있는 딸기는 생딸기 인가요?,11
저쪽에 있는 텀블러는 주문 제작하는 건가요?,11
로스터리 커피는 뭔가요?,86
로스터리 커피는 맛이 좋은가요?,11
아메리카노 한 잔 텀블러에 담아주세요,11
아메리카노 한 잔 얼마예요?,0
텀블러 할인되나요?,24
샷은 원샷이 들아가나요?,30
영수증 하나 주실래요?,117
아무 데나 앉아도 되죠?,47
납품도 하나요?,49
텀블러 할인은 얼마예요?,127
커피잔도 다 파시는 거예요?,30
차는 어디에 세워요?,128
아보카도는 그 것만 갈아서 주시는 거예요?,57
아보카도 하나 주세요,11
테이크 아웃하면 가격이 더 저렴한가요?,0
차는 어디에 세워요?,107
십구곡라떼가 신제품인가요?,57
십구곡라떼에 정말 19가지 곡물이 들어가요?,71
커피 말고 차 종류는 뭐가 있나요?,11
생강차는 설탕이 많이 들어가나요?,11
녹차라떼는 많이 달아요?,11
녹차라떼 덜 달게 하나 주시겠어요?,11
네 먹고 갈 거예요,0
네 따뜻한 걸로 주세요,0
영수증 하나 주실래요?,0
영수증 하나 주실래요?,47
텀블러 할인 있나요?,47
반반주스 맛있어요?,30
수제차는 직접 만드신 거예요?,11
반반주스 하나 주시겠어요?,11
영수증 하나 주실래요?,0
와인에이드가 뭐예요?,47
주스에 망고하고 뭐가 들어가요?,11
어떤 커피가 잘나가요?,11
하우스 블렌딩은 뭐예요?,8
약간 산미 나는 걸로 한 잔 주실래요?,11
마시고 가면 얼마예요?,0
영수증 하나 주실래요?,0
아니요 그냥 영수증이요,47
차는 어디에 세울 수 있어요?,47
